veri,sehir,secmen,oy,gecerli_oy,sira,parti,alinan_bel,aday,oran,oy_2019,oran_2019,ilce
il meclisi,KARAMAN BELEDİYESİ,,42.721,,2.0,AK PARTI,,,%28.75,62.588,%41.69,
il meclisi,KARAMAN BELEDİYESİ,,30.847,,3.0,CHP,,,%20.76,26.326,%17.54,
il meclisi,KARAMAN BELEDİYESİ,,7.637,,4.0,YENIDEN REFAH,,,%5.14,0,%0.00,
il meclisi,KARAMAN BELEDİYESİ,,3.252,,5.0,İYI PARTI,,,%2.19,12.760,%8.50,
il meclisi,KARAMAN BELEDİYESİ,,2.299,,6.0,ZAFER PARTISI,,,%1.55,0,%0.00,
ilce,KARAMAN BELEDİYESİ,,3.555,,1.0,CHP,,MUSTAFA BOZCU,%55.49,,,ERMENEK
ilce,KARAMAN BELEDİYESİ,,45.095,,2.0,MHP,,SAVAŞ KALAYCI,%49.24,,,MERKEZ
ilce,KARAMAN BELEDİYESİ,,599,,3.0,MHP,,YÜKSEL BÜYÜKKARCI,%37.34,,,AYRANCI
ilce,KARAMAN BELEDİYESİ,,638,,4.0,AK PARTI,,DURMUŞ DEMİR,%31.96,,,KAZIMKARABEKİR
ilce,KARAMAN BELEDİYESİ,,597,,5.0,AK PARTI,,ABDÜLKADİR ATEŞ,%52.60,,,BAŞYAYLA
ilce,KARAMAN BELEDİYESİ,,1.363,,6.0,AK PARTI,,MEHMET ALİ YILMAZ,%37.09,,,SARIVELİLER
şehir,KARS BELEDİYESİ,64.725,47.757,45.265,,,,,,,,
belediye başkanlığı alınan ilçeler,KARS BELEDİYESİ,,489,,1.0,AK PARTI,2,,,,,
belediye başkanlığı alınan ilçeler,KARS BELEDİYESİ,,13.120,,2.0,DEM PARTI,2,,,,,
belediye başkanlığı alınan ilçeler,KARS BELEDİYESİ,,7.805,,3.0,CHP,2,,,,,
belediye başkanlığı alınan ilçeler,KARS BELEDİYESİ,,16.384,,4.0,MHP,2,,,,,
belediye başkanlığı,KARS BELEDİYESİ,,16.384,,1.0,MHP,,ÖTÜKEN SENGER,%36.20,10.954,%26.57,
belediye başkanlığı,KARS BELEDİYESİ,,13.120,,2.0,DEM PARTI,,KENAN KARAHANCI,%28.98,12.192,%29.58,
belediye başkanlığı,KARS BELEDİYESİ,,7.805,,3.0,CHP,,DİNDAR GÜLTEKİN,%17.24,9.128,%22.14,
belediye başkanlığı,KARS BELEDİYESİ,,4.162,,4.0,İYI PARTI,,METİN ÖZAD,%9.19,920,%2.23,
belediye başkanlığı,KARS BELEDİYESİ,,1.617,,5.0,YENIDEN REFAH,,UĞUR ŞEN,%3.57,0,%0.00,
belediye başkanlığı,KARS BELEDİYESİ,,578,,6.0,DEVA PARTISI,,LALAN PARILTI,%1.28,0,%0.00,
meclisi alınan ilçeler,KARS BELEDİYESİ,,29.233,,1.0,AK PARTI,2,,,,,
meclisi alınan ilçeler,KARS BELEDİYESİ,,32.782,,2.0,DEM PARTI,2,,,,,
meclisi alınan ilçeler,KARS BELEDİYESİ,,24.559,,3.0,CHP,2,,,,,
meclisi alınan ilçeler,KARS BELEDİYESİ,,24.333,,4.0,MHP,2,,,,,
il meclisi,KARS BELEDİYESİ,,32.782,,1.0,DEM PARTI,,,%24.58,37.108,%26.18,
il meclisi,KARS BELEDİYESİ,,29.233,,2.0,AK PARTI,,,%21.92,43.774,%30.89,
il meclisi,KARS BELEDİYESİ,,24.559,,3.0,CHP,,,%18.42,21.706,%15.32,
il meclisi,KARS BELEDİYESİ,,24.333,,4.0,MHP,,,%18.25,25.887,%18.27,
il meclisi,KARS BELEDİYESİ,,9.712,,5.0,İYI PARTI,,,%7.28,4.916,%3.47,
il meclisi,KARS BELEDİYESİ,,5.807,,6.0,YENIDEN REFAH,,,%4.35,0,%0.00,
il meclisi,KARS BELEDİYESİ,,2.116,,7.0,DEVA PARTISI,,,%1.59,0,%0.00,
il meclisi,KARS BELEDİYESİ,,1.036,,8.0,GELECEK PARTISI,,,%0.78,0,%0.00,
il meclisi,KARS BELEDİYESİ,,935,,9.0,BTP,,,%0.70,0,%0.00,
il meclisi,KARS BELEDİYESİ,,629,,10.0,SOL PARTI,,,%0.47,0,%0.00,
ilce,KARS BELEDİYESİ,,489,,1.0,AK PARTI,,ZEKİ ELMA,%35.62,,,ARPAÇAY
ilce,KARS BELEDİYESİ,,370,,2.0,DEM PARTI,,ADEM OYMAN,%27.63,,,DİGOR
ilce,KARS BELEDİYESİ,,3.320,,3.0,DEM PARTI,,MEHMET ALKAN,%32.68,,,KAĞIZMAN
ilce,KARS BELEDİYESİ,,16.384,,4.0,MHP,,ÖTÜKEN SENGER,%36.20,,,MERKEZ
ilce,KARS BELEDİYESİ,,3.003,,5.0,MHP,,SERDAR KILIÇ,%40.65,,,SARIKAMIŞ
ilce,KARS BELEDİYESİ,,1.958,,6.0,CHP,,İLYAS BARIŞ KOÇ,%63.12,,,SELİM
ilce,KARS BELEDİYESİ,,649,,7.0,CHP,,OĞUZ YANTEMUR,%51.67,,,SUSUZ
ilce,KARS BELEDİYESİ,,775,,8.0,AK PARTI,,ERGÜDER TOPTAŞ,%67.27,,,AKYAKA
şehir,KASTAMONU BELEDİYESİ,88.110,68.146,64.694,,,,,,,,
belediye başkanlığı alınan ilçeler,KASTAMONU BELEDİYESİ,,23.390,,1.0,AK PARTI,9,,,,,
belediye başkanlığı alınan ilçeler,KASTAMONU BELEDİYESİ,,4.464,,2.0,MHP,8,,,,,
belediye başkanlığı alınan ilçeler,KASTAMONU BELEDİYESİ,,31.810,,3.0,CHP,2,,,,,
belediye başkanlığı alınan ilçeler,KASTAMONU BELEDİYESİ,,1.456,,4.0,MUAMMER YANIK,1,,,,,
belediye başkanlığı,KASTAMONU BELEDİYESİ,,31.810,,1.0,CHP,,HASAN BALTACI,%49.17,11.226,%18.16,
belediye başkanlığı,KASTAMONU BELEDİYESİ,,23.390,,2.0,AK PARTI,,TAHSİN BABAŞ,%36.15,19.091,%30.89,
belediye başkanlığı,KASTAMONU BELEDİYESİ,,4.464,,3.0,MHP,,YÜKSEL AYDIN,%6.90,30.621,%49.55,
belediye başkanlığı,KASTAMONU BELEDİYESİ,,1.991,,4.0,YENIDEN REFAH,,METİN TOPALOĞLU,%3.08,0,%0.00,
meclisi alınan ilçeler,KASTAMONU BELEDİYESİ,,59.760,,1.0,MHP,10,,,,,
meclisi alınan ilçeler,KASTAMONU BELEDİYESİ,,90.487,,2.0,AK PARTI,8,,,,,
meclisi alınan ilçeler,KASTAMONU BELEDİYESİ,,59.890,,3.0,CHP,2,,,,,
il meclisi,KASTAMONU BELEDİYESİ,,90.487,,1.0,AK PARTI,,,%37.38,106.009,%43.56,
il meclisi,KASTAMONU BELEDİYESİ,,59.890,,2.0,CHP,,,%24.74,32.440,%13.33,
il meclisi,KASTAMONU BELEDİYESİ,,59.760,,3.0,MHP,,,%24.69,83.927,%34.49,
il meclisi,KASTAMONU BELEDİYESİ,,13.407,,4.0,YENIDEN REFAH,,,%5.54,0,%0.00,
il meclisi,KASTAMONU BELEDİYESİ,,5.921,,5.0,İYI PARTI,,,%2.45,14.356,%5.90,
il meclisi,KASTAMONU BELEDİYESİ,,2.785,,6.0,SAADET,,,%1.15,1.905,%0.78,
il meclisi,KASTAMONU BELEDİYESİ,,1.969,,7.0,ZAFER PARTISI,,,%0.81,0,%0.00,
il meclisi,KASTAMONU BELEDİYESİ,,1.428,,8.0,BÜYÜK BIRLIK,,,%0.59,2.598,%1.07,
il meclisi,KASTAMONU BELEDİYESİ,,1.418,,9.0,BTP,,,%0.59,0,%0.00,
ilce,KASTAMONU BELEDİYESİ,,898,,1.0,AK PARTI,,SEDA OYAR,%38.05,,,ABANA
ilce,KASTAMONU BELEDİYESİ,,1.880,,2.0,AK PARTI,,SÜLEYMAN YAZKAN,%49.99,,,ARAÇ
ilce,KASTAMONU BELEDİYESİ,,1.094,,3.0,MHP,,CEVAT TAŞKAN,%55.56,,,AZDAVAY
ilce,KASTAMONU BELEDİYESİ,,1.456,,4.0,MUAMMER YANIK,,MUAMMER YANIK,%42.75,,,BOZKURT
ilce,KASTAMONU BELEDİYESİ,,3.215,,5.0,MHP,,NEJDET DEMİR,%46.74,,,CİDE
ilce,KASTAMONU BELEDİYESİ,,751,,6.0,MHP,,AHMET DEMİR,%40.44,,,ÇATALZEYTİN
ilce,KASTAMONU BELEDİYESİ,,747,,7.0,CHP,,SELAHATTİN YANIK,%43.43,,,DADAY
ilce,KASTAMONU BELEDİYESİ,,1.623,,8.0,AK PARTI,,ENGİN ALTIKULAÇ,%48.90,,,DEVREKANİ
ilce,KASTAMONU BELEDİYESİ,,2.602,,9.0,MHP,,ENGİN UZUNER,%43.58,,,İNEBOLU
ilce,KASTAMONU BELEDİYESİ,,31.810,,10.0,CHP,,HASAN BALTACI,%49.17,,,MERKEZ
ilce,KASTAMONU BELEDİYESİ,,517,,11.0,AK PARTI,,SALİH TURAN,%33.12,,,KÜRE
ilce,KASTAMONU BELEDİYESİ,,4.611,,12.0,AK PARTI,,HÜSEYİN ARSLAN,%47.64,,,TAŞKÖPRÜ
ilce,KASTAMONU BELEDİYESİ,,7.830,,13.0,MHP,,VOLKAN KAVAKLIGİL,%43.55,,,TOSYA
ilce,KASTAMONU BELEDİYESİ,,725,,14.0,MHP,,HAYATİ SAĞLIK,%39.68,,,İHSANGAZİ
ilce,KASTAMONU BELEDİYESİ,,509,,15.0,AK PARTI,,SERKAN ARI,%34.32,,,PINARBAŞI
ilce,KASTAMONU BELEDİYESİ,,429,,16.0,AK PARTI,,CEM ÇINAR,%37.01,,,ŞENPAZAR
ilce,KASTAMONU BELEDİYESİ,,973,,17.0,AK PARTI,,BÜLENT ERGİN,%55.50,,,AĞLI
ilce,KASTAMONU BELEDİYESİ,,277,,18.0,AK PARTI,,AHMET KAYA,%37.43,,,DOĞANYURT
ilce,KASTAMONU BELEDİYESİ,,533,,19.0,MHP,,METİN YAMALI,%37.56,,,HANÖNÜ
ilce,KASTAMONU BELEDİYESİ,,1.376,,20.0,MHP,,MEHMET ERDOĞAN,%63.76,,,SEYDİLER
şehir,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,1.039.684,806.511,767.999,,,,,,,,
belediye başkanlığı alınan ilçeler,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,296.495,,1.0,AK PARTI,8,,,,,
belediye başkanlığı alınan ilçeler,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,110.074,,2.0,CHP,4,,,,,
belediye başkanlığı alınan ilçeler,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,7.565,,3.0,MHP,3,,,,,
belediye başkanlığı alınan ilçeler,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,110.481,,4.0,İYI PARTI,1,,,,,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,296.495,,1.0,AK PARTI,,MEMDUH BÜYÜKKILIÇ,%38.61,500.621,%63.39,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,151.584,,2.0,YENIDEN REFAH,,ABDULLAH ÖZKIRIŞ,%19.74,0,%0.00,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,110.481,,3.0,İYI PARTI,,KAZIM YÜCEL,%14.39,248.947,%31.52,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,110.074,,4.0,CHP,,MURAT MOLU,%14.33,0,%0.00,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,43.461,,5.0,SAADET,,MAHMUT ARIKAN,%5.66,21.688,%2.75,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,28.635,,6.0,ZAFER PARTISI,,İSMAİL TANRIÖVEN,%3.73,0,%0.00,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,4.494,,7.0,DEM PARTI,,İHSAN SARIYAR,%0.59,4.542,%0.58,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,3.738,,8.0,DEVA PARTISI,,İBRAHİM GÖZ,%0.49,0,%0.00,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,2.506,,9.0,BTP,,BATTAL ÇETİNE,%0.33,4.031,%0.51,
belediye başkanlığı,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,2.489,,10.0,MEMLEKET,,DENİZ COŞKUN,%0.32,0,%0.00,
meclisi alınan ilçeler,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,259.955,,1.0,AK PARTI,8,,,,,
meclisi alınan ilçeler,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,118.074,,2.0,CHP,4,,,,,
meclisi alınan ilçeler,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,19.926,,3.0,MHP,3,,,,,
meclisi alınan ilçeler,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,106.958,,4.0,İYI PARTI,1,,,,,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,259.955,,1.0,AK PARTI,,,%34.05,454.967,%58.02,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,146.461,,2.0,YENIDEN REFAH,,,%19.18,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,118.074,,3.0,CHP,,,%15.47,90.763,%11.57,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,106.958,,4.0,İYI PARTI,,,%14.01,129.497,%16.51,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,31.554,,5.0,ZAFER PARTISI,,,%4.13,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,31.335,,6.0,BÜYÜK BIRLIK,,,%4.10,46.579,%5.94,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,29.171,,7.0,SAADET,,,%3.82,31.073,%3.96,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,19.926,,8.0,MHP,,,%2.61,18.374,%2.34,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,4.891,,9.0,DEVA PARTISI,,,%0.64,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,2.926,,10.0,BTP,,,%0.38,3.820,%0.49,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,1.991,,11.0,HÜDA PAR,,,%0.26,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,1.886,,12.0,DEM PARTI,,,%0.25,2.100,%0.27,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,1.462,,13.0,TİP,,,%0.19,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,1.393,,14.0,TKP,,,%0.18,1.612,%0.21,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,1.251,,15.0,MILLI YOL,,,%0.16,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,892,,16.0,EMEP,,,%0.12,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,798,,17.0,MILLET,,,%0.10,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,766,,18.0,VATAN PARTISI,,,%0.10,2.590,%0.33,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,763,,19.0,GELECEK PARTISI,,,%0.10,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,707,,20.0,SOL PARTI,,,%0.09,0,%0.00,
il meclisi,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,323,,21.0,TKH,,,%0.04,0,%0.00,
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,7.565,,1.0,MHP,,SELAHATTİN METİN,%45.08,,,BÜNYAN
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,14.523,,2.0,AK PARTI,,ADEM ŞENGÜL,%36.13,,,DEVELİ
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,1.909,,3.0,CHP,,ŞEREF GÜLESER,%52.73,,,FELAHİYE
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,8.291,,4.0,AK PARTI,,MUSTAFA İLMEK,%44.86,,,İNCESU
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,5.082,,5.0,CHP,,DENİZ YAĞAN,%33.30,,,PINARBAŞI
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,3.523,,6.0,MHP,,BEKİR AYYILDIRIM,%36.48,,,SARIOĞLAN
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,3.602,,7.0,CHP,,ÖMER FARUK EROĞLU,%45.93,,,SARIZ
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,7.491,,8.0,İYI PARTI,,OSMAN KOÇ,%54.61,,,TOMARZA
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,9.778,,9.0,AK PARTI,,ESAT ÖZTÜRK,%44.10,,,YAHYALI
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,4.324,,10.0,AK PARTI,,HALİT TAŞYAPAN,%41.90,,,YEŞİLHİSAR
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,2.007,,11.0,CHP,,MUSTAFA DURSUN,%46.21,,,AKKIŞLA
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,27.760,,12.0,AK PARTI,,MUSTAFA YALÇIN,%33.50,,,TALAS
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,74.231,,13.0,AK PARTI,,AHMET ÇOLAKBAYRAKDAR,%35.45,,,KOCASİNAN
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,111.300,,14.0,AK PARTI,,HACI MUSTAFA PALANCIOĞLU,%37.25,,,MELİKGAZİ
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,3.226,,15.0,AK PARTI,,BİLAL ÖZDOĞAN,%39.04,,,HACILAR
ilce,KAYSERI BÜYÜKŞEHİR BELEDİYESİ,,1.997,,16.0,MHP,,HALİT DEMİR,%70.14,,,ÖZVATAN
şehir,KIRIKKALE BELEDİYESİ,136.251,103.903,99.555,,,,,,,,
belediye başkanlığı alınan ilçeler,KIRIKKALE BELEDİYESİ,,23.062,,1.0,AK PARTI,6,,,,,
belediye başkanlığı alınan ilçeler,KIRIKKALE BELEDİYESİ,,3.720,,2.0,YENIDEN REFAH,1,,,,,
belediye başkanlığı alınan ilçeler,KIRIKKALE BELEDİYESİ,,49.681,,3.0,CHP,1,,,,,
belediye başkanlığı alınan ilçeler,KIRIKKALE BELEDİYESİ,,19.064,,4.0,MHP,1,,,,,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,49.681,,1.0,CHP,,AHMET ÖNAL,%49.90,0,%0.00,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,23.062,,2.0,AK PARTI,,MEHMET SAYGILI,%23.17,45.569,%42.02,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,19.064,,3.0,MHP,,HARUN ULUSOY,%19.15,25.445,%23.46,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,3.720,,4.0,YENIDEN REFAH,,MUHAMMET ALİ TEKİNAY,%3.74,0,%0.00,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,1.221,,5.0,İYI PARTI,,YAVUZ KUZUCU,%1.23,34.435,%31.75,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,674,,6.0,ZAFER PARTISI,,EMİN ERKEÇ,%0.68,0,%0.00,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,615,,7.0,SAADET,,VEYSEL KUTLUCA,%0.62,984,%0.91,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,316,,8.0,BÜYÜK BIRLIK,,MEHMET EMİN YILMAZ,%0.32,1.432,%1.32,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,263,,9.0,DEVA PARTISI,,ADEM ATMANİ,%0.26,0,%0.00,
belediye başkanlığı,KIRIKKALE BELEDİYESİ,,155,,10.0,BTP,,AHMET TONBAZ,%0.16,71,%0.07,
meclisi alınan ilçeler,KIRIKKALE BELEDİYESİ,,45.463,,1.0,AK PARTI,5,,,,,
meclisi alınan ilçeler,KIRIKKALE BELEDİYESİ,,33.873,,2.0,MHP,2,,,,,
meclisi alınan ilçeler,KIRIKKALE BELEDİYESİ,,10.554,,3.0,YENIDEN REFAH,1,,,,,
meclisi alınan ilçeler,KIRIKKALE BELEDİYESİ,,57.060,,4.0,CHP,1,,,,,
il meclisi,KIRIKKALE BELEDİYESİ,,57.060,,1.0,CHP,,,%35.83,19.462,%11.60,
il meclisi,KIRIKKALE BELEDİYESİ,,45.463,,2.0,AK PARTI,,,%28.55,67.135,%40.01,
il meclisi,KIRIKKALE BELEDİYESİ,,33.873,,3.0,MHP,,,%21.27,47.309,%28.19,
il meclisi,KIRIKKALE BELEDİYESİ,,10.554,,4.0,YENIDEN REFAH,,,%6.63,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,4.282,,5.0,İYI PARTI,,,%2.69,28.385,%16.92,
il meclisi,KIRIKKALE BELEDİYESİ,,2.165,,6.0,BÜYÜK BIRLIK,,,%1.36,2.062,%1.23,
il meclisi,KIRIKKALE BELEDİYESİ,,1.538,,7.0,SAADET,,,%0.97,2.396,%1.43,
il meclisi,KIRIKKALE BELEDİYESİ,,1.517,,8.0,ZAFER PARTISI,,,%0.95,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,592,,9.0,DEVA PARTISI,,,%0.37,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,486,,10.0,MILLET,,,%0.31,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,449,,11.0,DP,,,%0.28,507,%0.30,
il meclisi,KIRIKKALE BELEDİYESİ,,403,,12.0,BTP,,,%0.25,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,211,,13.0,HÜDA PAR,,,%0.13,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,180,,14.0,DEM PARTI,,,%0.11,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,163,,15.0,TİP,,,%0.10,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,136,,16.0,ANAP,,,%0.09,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,93,,17.0,SOL PARTI,,,%0.06,0,%0.00,
il meclisi,KIRIKKALE BELEDİYESİ,,88,,18.0,VATAN PARTISI,,,%0.06,187,%0.11,
ilce,KIRIKKALE BELEDİYESİ,,944,,1.0,AK PARTI,,YILMAZ UYAN,%50.40,,,DELİCE
ilce,KIRIKKALE BELEDİYESİ,,2.033,,2.0,AK PARTI,,EKMEL CÖNGER,%44.70,,,KESKİN
ilce,KIRIKKALE BELEDİYESİ,,49.681,,3.0,CHP,,AHMET ÖNAL,%49.90,,,MERKEZ
ilce,KIRIKKALE BELEDİYESİ,,645,,4.0,AK PARTI,,SEYFETTİN ÇETİNER,%51.19,,,SULAKYURT
ilce,KIRIKKALE BELEDİYESİ,,1.893,,5.0,MHP,,HALİL İBRAHİM BİŞKİN,%45.06,,,BAHŞİLİ
ilce,KIRIKKALE BELEDİYESİ,,657,,6.0,YENIDEN REFAH,,HİLMİ ŞEN,%46.60,,,BALIŞEYH
ilce,KIRIKKALE BELEDİYESİ,,558,,7.0,AK PARTI,,YAŞAR ERDEMİR,%49.73,,,ÇELEBİ
ilce,KIRIKKALE BELEDİYESİ,,763,,8.0,AK PARTI,,HÜSEYİN ÖZÇELİK,%33.41,,,KARAKEÇİLİ
ilce,KIRIKKALE BELEDİYESİ,,6.749,,9.0,AK PARTI,,AHMET SUNGUR,%41.58,,,YAHŞİHAN
şehir,KIRKLARELI BELEDİYESİ,65.871,52.945,51.021,,,,,,,,
belediye başkanlığı alınan ilçeler,KIRKLARELI BELEDİYESİ,,9.357,,1.0,AK PARTI,4,,,,,
belediye başkanlığı alınan ilçeler,KIRKLARELI BELEDİYESİ,,20.770,,2.0,CHP,2,,,,,
belediye başkanlığı alınan ilçeler,KIRKLARELI BELEDİYESİ,,21.173,,3.0,MHP,2,,,,,
belediye başkanlığı,KIRKLARELI BELEDİYESİ,,21.173,,1.0,MHP,,DERYA BULUT,%41.50,16.920,%37.07,
belediye başkanlığı,KIRKLARELI BELEDİYESİ,,20.770,,2.0,CHP,,MEHMET SİYAM KESİMOĞLU,%40.71,9.645,%21.13,
meclisi alınan ilçeler,KIRKLARELI BELEDİYESİ,,119.632,,1.0,CHP,5,,,,,
meclisi alınan ilçeler,KIRKLARELI BELEDİYESİ,,55.064,,2.0,AK PARTI,3,,,,,
il meclisi,KIRKLARELI BELEDİYESİ,,119.632,,1.0,CHP,,,%50.48,116.159,%49.65,
il meclisi,KIRKLARELI BELEDİYESİ,,55.064,,2.0,AK PARTI,,,%23.24,57.070,%24.40,
il meclisi,KIRKLARELI BELEDİYESİ,,25.731,,3.0,MHP,,,%10.86,28.214,%12.06,
il meclisi,KIRKLARELI BELEDİYESİ,,13.370,,4.0,İYI PARTI,,,%5.64,21.954,%9.38,
il meclisi,KIRKLARELI BELEDİYESİ,,4.285,,5.0,ZAFER PARTISI,,,%1.81,0,%0.00,
ilce,KIRKLARELI BELEDİYESİ,,9.357,,1.0,AK PARTI,,FIRAT YAYLA,%50.30,,,BABAESKİ
ilce,KIRKLARELI BELEDİYESİ,,1.228,,2.0,AK PARTI,,RECEP GÜN,%51.84,,,DEMİRKÖY
ilce,KIRKLARELI BELEDİYESİ,,21.173,,3.0,MHP,,DERYA BULUT,%41.50,,,MERKEZ
ilce,KIRKLARELI BELEDİYESİ,,222,,4.0,MHP,,LEVENT ŞENOL,%39.02,,,KOFÇAZ
ilce,KIRKLARELI BELEDİYESİ,,35.455,,5.0,CHP,,MURAT GERENLİ,%47.21,,,LÜLEBURGAZ
ilce,KIRKLARELI BELEDİYESİ,,494,,6.0,AK PARTI,,GÜNDÜZ HOŞGÖR,%40.16,,,PEHLİVANKÖY
ilce,KIRKLARELI BELEDİYESİ,,3.739,,7.0,AK PARTI,,İHSAN TALAY,%52.43,,,PINARHİSAR
ilce,KIRKLARELI BELEDİYESİ,,3.821,,8.0,CHP,,ERCAN ÖZALP,%40.02,,,VİZE
şehir,KIRŞEHIR BELEDİYESİ,99.012,73.948,70.707,,,,,,,,
belediye başkanlığı alınan ilçeler,KIRŞEHIR BELEDİYESİ,,26.462,,1.0,AK PARTI,3,,,,,
belediye başkanlığı alınan ilçeler,KIRŞEHIR BELEDİYESİ,,37.377,,2.0,CHP,2,,,,,
belediye başkanlığı alınan ilçeler,KIRŞEHIR BELEDİYESİ,,2.180,,3.0,BÜYÜK BIRLIK,1,,,,,
belediye başkanlığı alınan ilçeler,KIRŞEHIR BELEDİYESİ,,700,,4.0,MHP,1,,,,,
belediye başkanlığı,KIRŞEHIR BELEDİYESİ,,37.377,,1.0,CHP,,SELAHATTİN EKİCİOĞLU,%52.86,32.028,%44.79,
belediye başkanlığı,KIRŞEHIR BELEDİYESİ,,1.994,,3.0,İYI PARTI,,UFUK CENGİZ,%2.82,0,%0.00,
belediye başkanlığı,KIRŞEHIR BELEDİYESİ,,1.765,,4.0,YENIDEN REFAH,,ALİ KAAN KILIÇOĞLU,%2.50,0,%0.00,
belediye başkanlığı,KIRŞEHIR BELEDİYESİ,,907,,5.0,ZAFER PARTISI,,MUHARREM KÖYSÜREN,%1.28,0,%0.00,
